Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
CAMPUS PEDREIRAS IFMA;154855;106;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8915;FRUTAS, VERDURAS E LEGUMES;19789;FRUTA;464449;ADICIONAL: ORGÂNICA, APRESENTAÇÃO: NATURAL, TIPO: BANANA PRATA / BANANA BRANCA;UN;9488,0000;1,0300;9772,6400;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;107;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8915;FRUTAS, VERDURAS E LEGUMES;19789;FRUTA;464418;APRESENTAÇÃO: NATURAL, TIPO: MELANCIA VERMELHA;KG;949,0000;4,3200;4099,6800;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;108;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8915;FRUTAS, VERDURAS E LEGUMES;19789;FRUTA;464393;APRESENTAÇÃO: NATURAL, TIPO: LARANJA PERA;UN;4745,0000;1,2000;5694,0000;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;109;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;464759;APRESENTAÇÃO: LÍQUIDO, CARACTERÍSTICAS ADICIONAIS: CONCENTRADO, RENDIMENTO MÍNIMO, 1 PARTE DE SUCO-, SABOR: GOIABA, TIPO: NATURAL;L;297,0000;9,8300;2919,5100;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;110;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;464757;APRESENTAÇÃO: LÍQUIDO, CARACTERÍSTICAS ADICIONAIS: CONCENTRADO, RENDIMENTO MÍNIMO, 1 PARTE DE SUCO-, SABOR: ACEROLA, TIPO: NATURAL;L;296,0000;9,8300;2909,6800;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;111;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;464758;APRESENTAÇÃO: LÍQUIDO, CARACTERÍSTICAS ADICIONAIS: CONCENTRADO, RENDIMENTO MÍNIMO, 1 PARTE DE SUCO-, SABOR: CAJÚ, TIPO: NATURAL;L;296,0000;13,0000;3848,0000;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;112;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;464751;APRESENTAÇÃO: LÍQUIDO, CARACTERÍSTICAS ADICIONAIS: CONCENTRADO, RENDIMENTO MÍNIMO, 1 PARTE DE SUCO-, SABOR: MARACUJÁ, TIPO: NATURAL;L;297,0000;13,0000;3861,0000;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;113;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;19695;CANJICA;459074;CARACTERÍSTICA ADICIONAL: NÃO TRANSGÊNICO, CLASSE: AMARELA, GRUPO: ESPECIAL, Nº 3, QUALIDADE: TIPO 3, SUBGRUPO: DESPELICULADA;KG;593,0000;15,8300;9387,1900;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;114;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8940;ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS;9771;MINGAU;;;-;0,0000;0,0000;9430,4028;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;115;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;3679;BOLO ALIMENTÍCIO;605159;PESO: 1, SABOR: MANDIOCA, TIPO: SEM RECHEIO;KG;237,0000;18,8300;4462,7100;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;116;Material;154855-41/2025;Aquisição de gêneros da agricultura familiar para lanches do PNAE.;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;3679;BOLO ALIMENTÍCIO;605158;PESO: 1, SABOR: MILHO, TIPO: SEM RECHEIO;KG;237,0000;17,3300;4107,2100;0,0000;14/08/2025
CAMPUS PEDREIRAS IFMA;154855;117;Serviço;154855-44/2025;Fornecimento de Água e Coleta de Esgoto ao IFMA Campus Pedreiras;Catálogo do Compras.gov.br;Serviço;692;SERVIÇOS DE DISTRIBUIÇÃO DE ÁGUA ATRAVÉS DE TUBULAÇÃO;;;4146;FORNECIMENTO DE ÁGUA CANALIZADA;-;1,0000;20000,0000;20000,0000;0,0000;03/11/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;1;Material;158282-19/2025;AQUISIÇÃO DE IMPRESSORAS;Catálogo do Compras.gov.br;Material;7020;IMPRESSORAS;;;;;-;0,0000;0,0000;3000,0000;0,0000;20/06/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;2;Serviço;158282-18/2025;CONTRATAÇÃO DE SERVIÇO DE MANUTENÇÃO DE AR-CONDICIONADO;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;2771;AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA;-;0,0000;0,0000;0,0000;0,0000;15/09/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;3;Serviço;158282-17/2025;CONTRATAÇÃO DE SERVIÇO DE FORNECIMENTO DE COMBUSTÍVEL;Catálogo do Compras.gov.br;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;25372;CONTROLE DE ABASTECIMENTO DE VEÍCULOS;-;1,0000;40000,0000;40000,0000;0,0000;15/07/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;4;Serviço;158282-16/2025;CONTRATAÇÃO DE SERVIÇO DE ASSEIO E CONSERVAÇÃO;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;24023;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS      NECESSIDADES;-;12,0000;38000,0000;456000,0000;0,0000;07/07/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;5;Serviço;158282-15/2025;CONTRATAÇÃO DE SERVIÇO DE LIMPEZA DE FOSSAS SÉPTICAS;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;16527;LIMPEZA DE FOSSA / ESGOTO / BOCA DE LOBO;-;200,0000;100,0000;20000,0000;0,0000;15/10/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;6;Serviço;158282-14/2025;CONTRATAÇÃO DE SERVIÇO DE MANUTENÇÃO VEICULAR;Catálogo do Compras.gov.br;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;9962;MANUTENÇÃO EM PISCINAS;-;12,0000;2500,0000;30000,0000;0,0000;06/10/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;7;Serviço;158282-14/2025;CONTRATAÇÃO DE SERVIÇO DE MANUTENÇÃO VEICULAR;Catálogo do Compras.gov.br;Serviço;872;SERVIÇOS DE REPARO DE OUTROS BENS;;;18856;INSTALAÇÃO / MANUTENÇÃO - PEÇA / ACESSÓRIO DE VEÍCULO AUTOMOTIVO;-;1,0000;25000,0000;25000,0000;0,0000;06/10/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;8;Serviço;158282-13/2025;SERVIÇO DE CONDUÇÃO VEICULAR;Catálogo do Compras.gov.br;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;15008;PRESTAÇÃO DE SERVIÇOS DE MOTORISTA;-;0,0000;0,0000;0,0000;0,0000;05/09/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;9;Serviço;158282-12/2025;CONTRATAÇÃO DE SERVIÇO DE VIGILÂNCIA OSTENSIVA;Catálogo do Compras.gov.br;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;24015;SERVIÇO DE VIGILÂNCIA ARMADA;-;1,0000;350000,0000;350000,0000;0,0000;17/06/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;10;Serviço;158282-11/2025;CONTRATAÇÃO DE SERVIÇO DE ALMOXARIFADO VIRTUAL;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;27685;SERVIÇO DE ALMOXARIFADO  VIRTUAL DE MATERIAL DE CONSUMO ADMINISTRATIVO - GERENCIAMENTO DE MEIOS LOGÍSTICOS;-;1,0000;40000,0000;40000,0000;0,0000;01/05/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;11;Material;158282-10/2025;AQUISIÇÃO DE GELADEIRA;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;13629;REFRIGERADOR DOMÉSTICO;6165;REFRIGERADOR DOMÉSTICO, NOME:REFRIGERADOR DOMESTICO / GELADEIRA;-;1,0000;2240,3300;2240,3300;0,0000;04/09/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;12;Material;158282-9/2025;AQUISIÇÃO DE BOMBA DE ÁGUA;Catálogo do Compras.gov.br;Material;4320;BOMBAS MANUAIS E MECÂNICAS;3795;BOMBA SUBMERSA PEÇAS E ACESSÓRIOS;;;-;0,0000;0,0000;4700,0000;0,0000;05/08/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;13;Material;158282-8/2025;AQUISIÇÃO DE EQUIPAMENTOS DE SEGURANÇA;Catálogo do Compras.gov.br;Material;6350;SISTEMAS DIVERSOS DE SINALIZAÇÃO, ALARME E DETECÇÃO PARA  SEGURANÇA;16121;SISTEMA CIRCUITO FECHADO TV;;;-;0,0000;0,0000;15000,0000;0,0000;05/06/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;14;Material;158282-7/2025;AQUISIÇÃO DE MATERIAIS DE TECNOLOGIA DA INFORMAÇÃO;Catálogo do Compras.gov.br;Material;6110;EQUIPAMENTOS DE CONTROLE ELÉTRICO;;;;;-;0,0000;0,0000;250,0000;0,0000;03/07/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;15;Material;158282-7/2025;AQUISIÇÃO DE MATERIAIS DE TECNOLOGIA DA INFORMAÇÃO;Catálogo do Compras.gov.br;Material;7080;PEÇAS, ACESSÓRIOS E FERRAMENTAS PARA REDES DE TIC;;;;;-;0,0000;0,0000;450,0000;0,0000;03/07/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;16;Material;158282-7/2025;AQUISIÇÃO DE MATERIAIS DE TECNOLOGIA DA INFORMAÇÃO;Catálogo do Compras.gov.br;Material;7050;EQUIPAMENTOS DE REDE DE TIC - LOCAL E REMOTA;;;;;-;0,0000;0,0000;2700,0000;0,0000;03/07/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;17;Material;158282-7/2025;AQUISIÇÃO DE MATERIAIS DE TECNOLOGIA DA INFORMAÇÃO;Catálogo do Compras.gov.br;Material;5962;MICROCIRCUITOS ELETRÔNICOS;;;;;-;0,0000;0,0000;1200,0000;0,0000;03/07/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;18;Material;158282-7/2025;AQUISIÇÃO DE MATERIAIS DE TECNOLOGIA DA INFORMAÇÃO;Catálogo do Compras.gov.br;Material;6130;CONVERSORES ELÉTRICOS ESTÁTICOS;;;;;-;0,0000;0,0000;3200,0000;0,0000;03/07/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;21;Material;158282-5/2025;AQUISIÇÃO DE MOBILIÁRIO;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;600,0000;0,0000;05/06/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;22;Material;158282-5/2025;AQUISIÇÃO DE MOBILIÁRIO;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;10984;POLTRONA;150664;POLTRONA, NOME:POLTRONA ESCRITÓRIO;-;15,0000;537,2700;8059,0500;0,0000;05/06/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;23;Material;158282-5/2025;AQUISIÇÃO DE MOBILIÁRIO;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;4661;CARTEIRA ESCOLAR;26441;CARTEIRA ESCOLAR, NOME:CARTEIRA ESCOLAR;-;300,0000;295,9800;88794,0000;0,0000;05/06/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;26;Material;158282-3/2025;AQUISIÇÃO DE COMPUTADORES;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;;;;;-;0,0000;0,0000;4000,0000;0,0000;21/04/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;19;Material;158282-6/2025;AQUISIÇÃO DE APARELHOS DE AR-CONDICIONADO;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;239615;APARELHO AR CONDICIONADO, CAPACIDADE REFRIGERAÇÃO:48.000 BTU/H, TIPO:SPLIT PISO TETO, CARACTERÍSTICAS ADICIONAIS:CONTROLE REMOTO / CICLO REVERSO (QUENTE/FRIO) / GA, TENSÃO:110/220 V;-;8,0000;8200,0000;65600,0000;0,0000;10/07/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;20;Material;158282-6/2025;AQUISIÇÃO DE APARELHOS DE AR-CONDICIONADO;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;480930;CAPACIDADE REFRIGERAÇÃO: 18.000, FREQÜÊNCIA: 60, TENSÃO: 220, TIPO: SPLIT;UN;3,0000;3800,0000;11400,0000;0,0000;10/07/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;24;Serviço;158282-4/2025;CONTRATAÇÃO DE LICENÇA DE SOFTWARE;Catálogo do Compras.gov.br;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;;;;;-;0,0000;0,0000;1800,0000;0,0000;25/04/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;25;Serviço;158282-4/2025;CONTRATAÇÃO DE LICENÇA DE SOFTWARE;Catálogo do Compras.gov.br;Serviço;161;SERVIÇOS ESPECIALIZADOS DE INSTALAÇÃO, TRANSIÇÃO, CONFIGURA-ÇÃO / CUSTOMIZAÇÃO DE SOFTWARE;;;;;-;0,0000;0,0000;4000,0000;0,0000;25/04/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;27;Serviço;158282-2/2025;SERVIÇO DE PORTEIRO;Catálogo do Compras.gov.br;Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;-;1,0000;25000,0000;25000,0000;0,0000;06/10/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;28;Obras e Serviços de Engenharia;158282-1/2025;SERVIÇO DE MANUTENÇÃO PREDIAL;Catálogo do Compras.gov.br;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;;;-;0,0000;0,0000;200000,0000;0,0000;05/05/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;29;Serviço;158282-21/2025;Serviços de Buffet para fornecimento de “Coffee Break”.;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;;;-;0,0000;0,0000;4060,0000;0,0000;19/03/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;30;Serviço;158282-22/2025;Kit evento corporativo.;Catálogo do Compras.gov.br;Serviço;962;SERVIÇOS DE PROMOÇÃO E APRESENTAÇÃO RELACIONADOS AS ARTES CÊNICAS E OUTROS ESPETÁCULOS AO VIVO;;;14591;PROMOÇÃO DE EVENTOS;-;80,0000;57,5000;4600,0000;0,0000;19/03/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;62;Material;158282-38/2025;Aquisição de Uniforme Personalizado para curso do Programa Mulheres Mil;Catálogo do Compras.gov.br;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;14086;CAMISA UNIFORME;631564;APLICAÇÃO: UNIFORME, CARACTERÍSTICAS ADICIONAIS: CONFORME MODELO DO ÓRGÃO, COR: BRANCA, MATERIAL: 65% POLIÉSTER + 35% VISCOSE, TAMANHO: PP, P, M, G, GG, XG., TIPO COLARINHO: GOLA CARECA, TIPO MANGA: CURTA, TIPO USO: UNIFORME;UN;40,0000;35,0000;1400,0000;0,0000;31/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;45;Material;158282-33/2025;Aquisição de Bebedouros de coluna e Bebedouros Industriais;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;3492;BEBEDOURO ÁGUA GARRAFÃO;389150;CAPACIDADE: 1,4, CARACTERÍSTICAS ADICIONAIS: APARADOR DE EXCESSO DE ÁGUA REMOVÍVEL, MATERIAL: PLÁSTICO E AÇO CARBONO, TIPO: ELETRÔNICO DE COLUNA, VOLTAGEM: 110/220;UN;3,0000;712,8700;2138,6100;0,0000;31/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;46;Material;158282-33/2025;Aquisição de Bebedouros de coluna e Bebedouros Industriais;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;3489;BEBEDOURO ÁGUA;277414;CAPACIDADE ÁGUA: 200, CARACTERÍSTICAS ADICIONAIS: 4 TORNEIRAS LATÃO CROMADO, SERPENTINA COBRE LOCALI, MATERIAL GABINETE: AÇO INOXIDÁVEL, TIPO: INDUSTRIAL, VOLTAGEM: 220, ALTURA: 116, LARGURA: 150, PROFUNDIDADE: 60, MATERIAL RESERVATÓRIO ÁGUA: AÇO INOXIDÁVEL;UN;3,0000;3428,7500;10286,2500;0,0000;31/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;47;Serviço;158282-34/2025;Contratação de serviço de tratamento acústico e revestimento do auditório.;Catálogo do Compras.gov.br;Serviço;544;MONTAGEM E INSTALAÇÃO DE CONSTRUÇÕES PRÉ-FABRICADAS;;;15814;INSTALAÇÃO / REMOÇÃO DE DIVISÓRIA / PAINEL / PERSIANA / JANELA / PORTA / ESQUADRIA EM GERAL;-;921,0000;366,0000;337086,0000;0,0000;30/04/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;48;Serviço;158282-34/2025;Contratação de serviço de tratamento acústico e revestimento do auditório.;Catálogo do Compras.gov.br;Serviço;544;MONTAGEM E INSTALAÇÃO DE CONSTRUÇÕES PRÉ-FABRICADAS;;;15814;INSTALAÇÃO / REMOÇÃO DE DIVISÓRIA / PAINEL / PERSIANA / JANELA / PORTA / ESQUADRIA EM GERAL;-;167,0000;965,0000;161155,0000;0,0000;30/04/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;49;Serviço;158282-34/2025;Contratação de serviço de tratamento acústico e revestimento do auditório.;Catálogo do Compras.gov.br;Serviço;544;MONTAGEM E INSTALAÇÃO DE CONSTRUÇÕES PRÉ-FABRICADAS;;;15814;INSTALAÇÃO / REMOÇÃO DE DIVISÓRIA / PAINEL / PERSIANA / JANELA / PORTA / ESQUADRIA EM GERAL;-;122,0000;2271,0000;277062,0000;0,0000;30/04/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;31;Material;158282-24/2025;AQUISIÇÃO DE SSD;Catálogo do Compras.gov.br;Material;7030;EQUIPAMENTOS DE ARMAZENAMENTO DE DADOS;216;DISCO MAGNÉTICO;404518;APLICAÇÃO: INFORMÁTICA, CARACTERÍSTICAS ADICIONAIS: MEMÓRIA NAND FLASH, TRIM/SMART, WINDOWS XP/VISTA/7, INTERFACE: SATA III, MEMÓRIA: 240, MODELO: SSD, TAMANHO: 2.5, VELOCIDADE TRANSFERÊNCIA: 6.0;UN;54,0000;159,5900;8617,8600;0,0000;30/07/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;50;Serviço;158282-28/2025;Contratação de serviços de instalação e fornecimento de sistema de sinalização e acessibilidade;Catálogo do Compras.gov.br;Serviço;547;SERVIÇO DE ACABAMENTO E FINALIZAÇÃO DOS EDIFÍCIOS;;;5312;INSTALAÇÃO / MANUTENÇÃO / REMOÇÃO - PISO EM GERAL (EXCETO MADEIRADOS);-;123,0000;945,8300;116337,0900;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;51;Serviço;158282-28/2025;Contratação de serviços de instalação e fornecimento de sistema de sinalização e acessibilidade;Catálogo do Compras.gov.br;Serviço;547;SERVIÇO DE ACABAMENTO E FINALIZAÇÃO DOS EDIFÍCIOS;;;5312;INSTALAÇÃO / MANUTENÇÃO / REMOÇÃO - PISO EM GERAL (EXCETO MADEIRADOS);-;8,0000;280,0000;2240,0000;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;52;Serviço;158282-28/2025;Contratação de serviços de instalação e fornecimento de sistema de sinalização e acessibilidade;Catálogo do Compras.gov.br;Serviço;547;SERVIÇO DE ACABAMENTO E FINALIZAÇÃO DOS EDIFÍCIOS;;;5312;INSTALAÇÃO / MANUTENÇÃO / REMOÇÃO - PISO EM GERAL (EXCETO MADEIRADOS);-;20,0000;328,0000;6560,0000;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;53;Serviço;158282-35/2025;Contratação de serviço de buffet para o Campus Pinheiro.;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;;;-;0,0000;0,0000;18450,0000;0,0000;31/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;32;Serviço;158282-26/2025;Treimanento;Catálogo do Compras.gov.br;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;20230;TREINAMENTO APOIO ADMINISTRATIVO;-;1,0000;2200,0000;2200,0000;0,0000;13/08/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;33;Serviço;158282-27/2025;Aquisição de gêneros alimentícios oriundos da Agricultura Familiar para execução do PNAE 2025.;Catálogo do Compras.gov.br;Material;8915;FRUTAS, VERDURAS E LEGUMES;19789;FRUTA;;;-;0,0000;0,0000;22470,0000;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;34;Serviço;158282-27/2025;Aquisição de gêneros alimentícios oriundos da Agricultura Familiar para execução do PNAE 2025.;Catálogo do Compras.gov.br;Material;8940;ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS;9771;MINGAU;;;-;0,0000;0,0000;14907,0000;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;35;Serviço;158282-27/2025;Aquisição de gêneros alimentícios oriundos da Agricultura Familiar para execução do PNAE 2025.;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;3679;BOLO ALIMENTÍCIO;;;-;0,0000;0,0000;11235,0000;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;36;Serviço;158282-27/2025;Aquisição de gêneros alimentícios oriundos da Agricultura Familiar para execução do PNAE 2025.;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;948;SUCO;;;-;0,0000;0,0000;17154,0000;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;37;Serviço;158282-29/2025;Contratação de serviços de cuidador escolar, em regime de dedicação exclusiva de mão de obra.;Catálogo do Compras.gov.br;Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;-;12,0000;5416,1700;64994,0400;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;38;Material;158282-32/2025;Aquisição de material de consumo - pincel e recarga;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;10736;PINCEL QUADRO BRANCO / MAGNÉTICO;409978;CARACTERÍSTICAS ADICIONAIS: ESCRITA 2MM, PONTA ARREDONDADA, COR: AZUL, MATERIAL: PLÁSTICO, MATERIAL PONTA: FIBRA SINTÉTICA, TIPO CARGA: RECARREGÁVEL;CX;8,0000;108,0000;864,0000;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;39;Material;158282-32/2025;Aquisição de material de consumo - pincel e recarga;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;10736;PINCEL QUADRO BRANCO / MAGNÉTICO;409980;CARACTERÍSTICAS ADICIONAIS: ESCRITA 2MM, PONTA ARREDONDADA, COR: PRETA, MATERIAL: PLÁSTICO, MATERIAL PONTA: FIBRA SINTÉTICA, TIPO CARGA: RECARREGÁVEL;CX;8,0000;113,0000;904,0000;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;40;Material;158282-32/2025;Aquisição de material de consumo - pincel e recarga;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;10736;PINCEL QUADRO BRANCO / MAGNÉTICO;409982;CARACTERÍSTICAS ADICIONAIS: ESCRITA 2MM, PONTA ARREDONDADA, COR: VERMELHA, MATERIAL: PLÁSTICO, MATERIAL PONTA: FIBRA SINTÉTICA, TIPO CARGA: RECARREGÁVEL;CX;6,0000;107,0000;642,0000;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS PINHEIRO;158282;41;Material;158282-32/2025;Aquisição de material de consumo - pincel e recarga;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;4542;CARGA DE CANETA;619470;APLICAÇÃO: CANETA CORRETIVA, COR: VARIADA, DIÂMETRO DA PONTA: 0,7, MATERIAL: PLÁSTICO, TIPO: REFIL;UN;240,0000;6,0000;1440,0000;0,0000;30/12/2025
